"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.196126606E1,1.238281155E1,-1.018972206E1,-3.265691042E0,1.636548794E1
2.196627094E1,1.241154194E1,-9.615114212E0,-3.485957623E0,1.608255873E1
2.197130632E1,1.234450436E1,-9.251194954E0,-3.610456228E0,1.584319381E1
2.197634171E1,1.254561710E1,-8.820239067E0,-3.801992416E0,1.580013519E1
2.198137710E1,1.282334423E1,-8.647856712E0,-3.945644379E0,1.596219573E1
2.198641249E1,1.303403378E1,-8.542511940E0,-4.165910721E0,1.613119211E1
2.199141736E1,1.329260826E1,-8.705317497E0,-4.472368717E0,1.650690974E1
2.199645274E1,1.341710663E1,-8.935160637E0,-4.807557106E0,1.682166612E1
2.200148813E1,1.367568016E1,-9.232041359E0,-4.960785866E0,1.722974788E1
2.200652352E1,1.391510010E1,-9.500192642E0,-5.104437828E0,1.760508326E1
2.201152839E1,1.417367363E1,-9.806650162E0,-5.152322292E0,1.798915886E1
2.201656378E1,1.446097851E1,-1.023760605E1,-5.066130638E0,1.842808066E1
2.202159916E1,1.475785923E1,-1.042914295E1,-4.979939461E0,1.874463200E1
2.202663455E1,1.518881512E1,-1.063025570E1,-4.874594688E0,1.916935352E1
2.203166994E1,1.567723274E1,-1.094629002E1,-4.932055473E0,1.974644431E1
2.203667481E1,1.599326706E1,-1.131978607E1,-5.056553841E0,2.023588112E1
2.204171020E1,1.626141739E1,-1.173158836E1,-5.190629482E0,2.071247198E1
2.204674559E1,1.617522621E1,-1.198058510E1,-5.592854977E0,2.089144296E1
2.205178097E1,1.584003830E1,-1.240196514E1,-5.975927353E0,2.098635891E1
2.205678584E1,1.575384712E1,-1.267011547E1,-6.560112476E0,2.125442544E1
2.206182123E1,1.569638634E1,-1.307234097E1,-6.818686485E0,2.153502096E1
2.206685662E1,1.561977196E1,-1.336922264E1,-7.211335659E0,2.178799559E1
2.207189201E1,1.565807915E1,-1.356075859E1,-7.738059998E0,2.211215025E1
2.207692739E1,1.560061836E1,-1.394383049E1,-8.025363922E0,2.241018001E1
2.208193227E1,1.558146477E1,-1.429817295E1,-8.207323074E0,2.268435465E1
2.208696765E1,1.547612000E1,-1.445140171E1,-8.293514252E0,2.274061741E1
2.209200304E1,1.506431675E1,-1.458547688E1,-8.312667847E0,2.255593539E1
2.209703843E1,1.479616642E1,-1.458547688E1,-8.628703117E0,2.249704856E1
2.210204330E1,1.446097851E1,-1.454716969E1,-8.935160637E0,2.237358132E1
2.210707869E1,1.388636971E1,-1.440351772E1,-9.442731857E0,2.212369253E1
2.211211407E1,1.324472427E1,-1.414494324E1,-9.931148529E0,2.177452299E1
2.211714946E1,1.220085144E1,-1.401086807E1,-1.029506683E1,2.124037667E1
2.212218485E1,1.129105568E1,-1.385763931E1,-1.075475407E1,2.086113230E1
2.212718972E1,1.028549004E1,-1.357033539E1,-1.087925243E1,2.020651977E1
2.213222511E1,9.318233490E0,-1.315853214E1,-1.100375080E1,1.952073193E1
2.213726049E1,8.341399193E0,-1.253604031E1,-1.099417400E1,1.864411728E1
2.214229588E1,7.153874874E0,-1.186566353E1,-1.093671322E1,1.765173059E1
2.214733127E1,5.985504150E0,-1.091755962E1,-1.068771648E1,1.640873705E1
2.215233614E1,4.855441093E0,-1.013226128E1,-1.025675964E1,1.521312411E1
2.215737153E1,4.185064793E0,-9.567230225E0,-9.835380554E0,1.434508181E1
2.216240692E1,3.485957623E0,-8.954314232E0,-9.375694275E0,1.342517363E1
2.216744230E1,2.786850691E0,-8.255207062E0,-9.050082207E0,1.256260197E1
2.217244717E1,2.240972757E0,-7.240066051E0,-8.781931877E0,1.160012253E1
2.217748256E1,1.829170108E0,-6.119579315E0,-8.848969460E0,1.091326600E1
2.218251795E1,1.244984865E0,-5.209783077E0,-8.944737434E0,1.042593664E1
2.218755334E1,1.043871999E0,-4.635174274E0,-9.232041359E0,1.038292333E1
2.219258872E1,1.130063176E0,-4.261679173E0,-9.346963882E0,1.033463526E1
2.219759360E1,4.884171486E-1,-3.696647406E0,-9.184157372E0,9.912239907E0
2.220262898E1,-6.607996821E-1,-2.892195702E0,-9.011775017E0,9.487546635E0
2.220766437E1,-2.193088770E0,-2.059013367E0,-8.810662270E0,9.310045329E0
2.221269976E1,-3.936067581E0,-1.177947283E0,-8.753201485E0,9.669473824E0
2.221770463E1,-5.928043365E0,-1.819593310E-1,-8.772355080E0,1.058909916E1
2.222277053E1,-7.776367188E0,7.086837292E-1,-8.485051155E0,1.153127106E1
2.222777540E1,-9.107542992E0,1.522712231E0,-8.092401505E0,1.227814945E1
2.223281079E1,-9.662998199E0,1.829170108E0,-7.546523571E0,1.239634686E1
2.223784618E1,-9.442731857E0,2.212242365E0,-6.770802498E0,1.182805849E1
2.224288157E1,-8.169015884E0,2.308010340E0,-6.014234543E0,1.040340086E1
2.224788644E1,-5.918466568E0,2.240972757E0,-5.363011837E0,8.295305985E0
2.225292182E1,-2.911349297E0,1.934514999E0,-4.989516258E0,6.092091226E0
2.225795721E1,3.447650373E-1,1.618480325E0,-4.912901878E0,5.184105165E0
2.226299260E1,3.687070608E0,1.063025594E0,-5.152322292E0,6.424246110E0
2.226799747E1,7.220912457E0,3.160346150E-1,-5.430049419E0,9.040292655E0
2.227303286E1,1.100375080E1,-5.075707436E-1,-5.449203014E0,1.228958800E1
2.227806825E1,1.468124485E1,-1.436521053E0,-5.363011837E0,1.569600073E1
2.228310363E1,1.782243729E1,-2.183511972E0,-5.219359875E0,1.869889603E1
2.228813902E1,2.030282974E1,-2.719813108E0,-4.912901878E0,2.106511058E1
2.229314389E1,2.192131042E1,-3.409343243E0,-4.865017891E0,2.271202041E1
2.229817928E1,2.232353592E1,-4.089296341E0,-4.740519524E0,2.318480377E1
2.230321467E1,2.129881859E1,-4.654327869E0,-4.568136692E0,2.227488079E1
2.230825006E1,1.933557320E1,-4.903325081E0,-4.328716755E0,2.041187832E1
2.231325493E1,1.690306473E1,-5.142745018E0,-3.983951569E0,1.811168942E1
2.231829031E1,1.465251446E1,-5.286397457E0,-3.572149038E0,1.598131493E1
2.232332570E1,1.239238834E1,-5.420472622E0,-2.901772499E0,1.383376651E1
2.232836109E1,1.070687008E1,-5.707777023E0,-2.413355350E0,1.237093648E1
2.233336596E1,9.069235802E0,-5.841852188E0,-1.867477298E0,1.094832163E1
2.233840135E1,8.130708694E0,-5.966350555E0,-1.254561663E0,1.016266145E1
2.234343673E1,7.536946774E0,-6.129156113E0,-7.565677166E-1,9.743947662E0
2.234847212E1,7.469909191E0,-6.244078159E0,-2.394201756E-1,9.738859143E0
2.235347699E1,7.824251175E0,-6.330269337E0,1.436520964E-1,1.006537889E1
2.235851238E1,8.427590370E0,-6.512228489E0,1.723825186E-1,1.065190664E1
2.236354777E1,9.299078941E0,-6.770802498E0,2.011129409E-1,1.150465480E1
2.236858316E1,1.032379818E1,-7.000645638E0,5.746084079E-2,1.247369833E1
2.237358802E1,1.114740276E1,-7.345410824E0,-1.436520964E-1,1.335066607E1
2.237862341E1,1.164539719E1,-7.565677166E0,-2.777273953E-1,1.388999205E1
2.238365880E1,1.191354752E1,-7.805097580E0,-3.543418646E-1,1.424702498E1
2.238869419E1,1.196143150E1,-7.929595947E0,-3.543418646E-1,1.435548305E1
2.239369906E1,1.168370438E1,-8.063671112E0,-2.681505978E-1,1.419871982E1
2.239873445E1,1.126232433E1,-8.082824707E0,-2.202665508E-1,1.386436158E1
2.240376983E1,1.069729328E1,-8.130708694E0,0.000000000E0,1.343653629E1
2.240880522E1,9.931148529E0,-8.169015884E0,1.723825186E-1,1.286041397E1
2.241384061E1,9.241618156E0,-8.255207062E0,3.639186621E-1,1.239711203E1
2.241884548E1,8.695740700E0,-8.283937454E0,7.565677166E-1,1.203378248E1
2.242388087E1,8.331821442E0,-8.350975990E0,1.015141487E0,1.184012503E1
2.242891626E1,8.264783859E0,-8.465897560E0,1.465251446E0,1.192162051E1
2.243395164E1,8.504204750E0,-8.494627953E0,1.848323703E0,1.216127062E1
2.243895651E1,8.781931877E0,-8.523358345E0,2.145204782E0,1.242464762E1
2.244399190E1,9.069235802E0,-8.858546257E0,2.231395960E0,1.287260687E1
2.244902729E1,9.251194954E0,-9.165003777E0,2.269703150E0,1.321867825E1
2.245406268E1,9.758766174E0,-9.385271072E0,2.489969730E0,1.376650935E1
2.245906755E1,1.010353088E1,-9.548076630E0,2.719813108E0,1.416490335E1
2.246410293E1,1.050575733E1,-9.682151794E0,2.959233284E0,1.459013578E1
2.246913832E1,1.079306126E1,-9.806650162E0,3.035847664E0,1.489553388E1
2.247417371E1,1.116655636E1,-1.017056847E1,3.055001259E0,1.540991488E1
2.247920910E1,1.159751320E1,-1.053448772E1,2.940079689E0,1.594119859E1
2.248421397E1,1.186566353E1,-1.092713642E1,2.968810081E0,1.640152781E1
2.248924936E1,1.215296745E1,-1.132936287E1,2.604891539E0,1.681768536E1
2.249428474E1,1.263180828E1,-1.181777954E1,2.489969730E0,1.747633952E1
2.249932013E1,1.357991219E1,-1.235408115E1,2.375048161E0,1.851156908E1
2.250432500E1,1.493981838E1,-1.299572659E1,2.279279947E0,1.993193919E1
2.250936039E1,1.629972458E1,-1.364694977E1,2.547430515E0,2.141050353E1
2.251439578E1,1.743936539E1,-1.434605694E1,2.940079689E0,2.277245888E1
2.251943116E1,1.811931801E1,-1.487278080E1,3.591302633E0,2.371511645E1
2.252443604E1,1.843535233E1,-1.521754646E1,4.261679173E0,2.428163596E1
2.252947142E1,1.827254677E1,-1.559104156E1,5.008669853E0,2.453677477E1
2.253450681E1,1.779370689E1,-1.577300072E1,5.956773758E0,2.451299064E1
2.253954220E1,1.707544708E1,-1.570596313E1,6.713341713E0,2.415195909E1
2.254457759E1,1.598369026E1,-1.561977196E1,7.326257229E0,2.351870905E1
2.254958246E1,1.526543045E1,-1.557188797E1,7.977479935E0,2.321975986E1
2.255461784E1,1.478658962E1,-1.551442719E1,8.370129585E0,2.300868864E1
2.255965323E1,1.449928570E1,-1.535162163E1,8.858546257E0,2.289924484E1
2.256468862E1,1.439394093E1,-1.503558636E1,9.193734169E0,2.275476083E1
2.256972401E1,1.443224812E1,-1.451843929E1,9.461885452E0,2.255220924E1
2.257472888E1,1.442267132E1,-1.418325043E1,9.758766174E0,2.245910857E1
2.257976426E1,1.415452003E1,-1.357033539E1,9.940725327E0,2.198459597E1
2.258479965E1,1.361821938E1,-1.303403378E1,1.016099167E1,2.141466056E1
2.258983504E1,1.300530338E1,-1.237323475E1,1.039083576E1,2.074136741E1
2.259483991E1,1.225831223E1,-1.162624359E1,1.062067890E1,1.995581567E1
2.259987530E1,1.150174522E1,-1.094629002E1,1.081221485E1,1.920977351E1
2.260491069E1,1.096544361E1,-1.018014526E1,1.099417400E1,1.856739543E1
2.260994607E1,1.068771648E1,-9.730035782E0,1.100375080E1,1.816544554E1
2.261495094E1,1.070687008E1,-9.212887764E0,1.067813969E1,1.770697701E1
2.261998633E1,1.107078838E1,-8.906430244E0,1.024718285E1,1.751832216E1
2.262502172E1,1.172201157E1,-8.724471092E0,9.634267807E0,1.750260173E1
2.263005711E1,1.241154194E1,-8.647856712E0,8.801085472E0,1.750116866E1
2.263506198E1,1.312980175E1,-8.686163902E0,7.958326340E0,1.764018411E1
2.264009737E1,1.374271774E1,-8.724471092E0,7.240066051E0,1.781564602E1
2.264513275E1,1.420240402E1,-8.714894295E0,6.780379295E0,1.798975280E1
2.265016814E1,1.453759289E1,-8.494627953E0,6.282385349E0,1.797132930E1
2.265520353E1,1.487278080E1,-8.264783859E0,5.918466568E0,1.801484131E1
2.266020840E1,1.527500725E1,-7.939172745E0,5.458779812E0,1.805975048E1
2.266524379E1,1.570596313E1,-7.623138428E0,5.123591423E0,1.819452408E1
2.267027917E1,1.577300072E1,-7.230489254E0,4.807557106E0,1.800500297E1
2.267531456E1,1.559104156E1,-6.981492043E0,4.510675907E0,1.766827681E1
2.268031943E1,1.500685596E1,-6.694188118E0,4.261679173E0,1.697585903E1
2.268535482E1,1.426944256E1,-6.387730122E0,4.165910721E0,1.617945917E1
2.269039021E1,1.335006905E1,-6.033388138E0,4.252102375E0,1.525472027E1
2.269542560E1,1.262223148E1,-5.793968201E0,4.299986362E0,1.453893661E1
2.270046098E1,1.195185471E1,-5.612008572E0,4.319139957E0,1.389231590E1
2.270546585E1,1.132936287E1,-5.382165432E0,4.587290287E0,1.335535099E1
2.271050124E1,1.078348446E1,-5.114014626E0,4.778826714E0,1.285588843E1
2.271553663E1,1.023760605E1,-4.807557106E0,4.970362663E0,1.235417694E1
2.272057202E1,9.777919769E0,-4.587290287E0,5.228936672E0,1.199969691E1
2.272560740E1,9.442731857E0,-4.309563160E0,5.487510204E0,1.174096622E1
2.273061227E1,9.318233490E0,-4.060565948E0,5.650316238E0,1.162943441E1
2.273564766E1,9.203310966E0,-3.878606796E0,5.956773758E0,1.162874357E1
2.274068305E1,9.050082207E0,-3.782838583E0,5.985504150E0,1.149087097E1
2.274571844E1,8.638279915E0,-3.476380825E0,6.081272125E0,1.112146457E1
2.275075382E1,8.360552788E0,-3.093308687E0,5.947196960E0,1.071618184E1
2.275575870E1,7.929595947E0,-2.758120298E0,5.841852188E0,1.022804754E1
2.276079408E1,7.249642849E0,-2.279279947E0,5.612008572E0,9.447067202E0
2.276582947E1,6.512228489E0,-1.886630893E0,5.525817394E0,8.746608136E0
2.277086486E1,5.679046631E0,-1.359906554E0,5.353435040E0,7.922132490E0
2.277590025E1,4.759673119E0,-7.661445141E-1,5.161899090E0,7.063049471E0
2.278090512E1,3.849876404E0,-1.436520964E-1,5.161899090E0,6.441070289E0
2.278594050E1,2.920926094E0,4.884171486E-1,5.257667065E0,6.034353613E0
2.279097589E1,2.106897593E0,1.005564690E0,5.487510204E0,5.963467620E0
2.279601128E1,1.235408068E0,1.513135433E0,5.784391403E0,6.105325203E0
2.280101615E1,5.267243981E-1,1.924938202E0,6.081272125E0,6.400366891E0
2.280605154E1,3.830722719E-2,2.269703150E0,6.368576527E0,6.761049239E0
2.281108692E1,-3.639186621E-1,2.585737944E0,6.799532890E0,7.283688971E0
2.281612231E1,-5.363011956E-1,2.719813108E0,7.345410824E0,7.851118550E0
2.282115770E1,-6.129156351E-1,2.806004286E0,8.015787125E0,8.514820542E0
2.282616257E1,-2.777273953E-1,2.738966703E0,8.552088737E0,8.984280321E0
2.283119796E1,3.064578176E-1,2.643198729E0,8.925583839E0,9.313778116E0
2.283623335E1,1.398213744E0,2.413355350E0,9.222464561E0,9.634995501E0
2.284126873E1,2.920926094E0,2.317587137E0,9.260771751E0,9.983231582E0
2.284630412E1,4.663905144E0,2.375048161E0,8.485051155E0,9.969401088E0
2.285130899E1,6.234501362E0,2.470816135E0,8.485051155E0,1.081526850E1
2.285634438E1,7.632715225E0,2.537853718E0,9.490615845E0,1.244069260E1
2.286137977E1,8.705317497E0,2.691082716E0,1.094629002E1,1.424239250E1
2.286641516E1,9.634267807E0,3.016694069E0,1.237323475E1,1.596923597E1
2.287142003E1,1.019929886E1,3.342305660E0,1.371398735E1,1.741465341E1
2.287645541E1,1.022802925E1,3.495534420E0,1.461420727E1,1.817708440E1
2.288149080E1,1.023760605E1,3.361459255E0,1.505473995E1,1.851359449E1
2.288652619E1,1.017056847E1,3.055001259E0,1.537077522E1,1.868245772E1
2.289156158E1,1.044829655E1,2.489969730E0,1.571553993E1,1.903536302E1
2.289656645E1,1.063025570E1,1.982398987E0,1.619437981E1,1.947280615E1
2.290160183E1,1.150174522E1,1.446097851E0,1.620395660E1,1.992359284E1
2.290663722E1,1.219127464E1,7.948749661E-1,1.692221832E1,2.087152310E1
2.291167261E1,1.301488018E1,1.436520964E-1,1.650083733E1,2.101631210E1
2.291667748E1,1.413536644E1,-4.213795066E-1,1.616564941E1,2.147823005E1
2.292171287E1,1.532289124E1,-1.072602391E0,1.546654320E1,2.179806024E1
2.292674826E1,1.639549255E1,-1.628057122E0,1.476743603E1,2.212554887E1
2.293178364E1,1.770751572E1,-2.020706177E0,1.378102493E1,2.252900385E1
2.293678851E1,1.908657646E1,-2.499546528E0,1.289038181E1,2.316693931E1
2.294182390E1,2.035071373E1,-3.035847664E0,1.199016190E1,2.381453133E1
2.294685929E1,2.155739212E1,-3.801992416E0,1.117613316E1,2.457808483E1
2.295189468E1,2.257253456E1,-4.625597477E0,1.035252857E1,2.526044965E1
2.295693006E1,2.369301987E1,-5.861005783E0,9.940725327E0,2.635391051E1
2.296193493E1,2.481350708E1,-7.019799232E0,9.615114212E0,2.752159400E1
2.296697032E1,2.557007408E1,-8.245630264E0,9.299078941E0,2.843047619E1
2.297200571E1,2.647029305E1,-9.241618156E0,8.935160637E0,2.942653591E1
2.297704110E1,2.718855476E1,-9.979032516E0,8.667010307E0,3.023103815E1
2.298204597E1,2.797385216E1,-1.055364132E1,8.475474358E0,3.107650906E1
2.298708136E1,2.858676910E1,-1.099417400E1,8.331821442E0,3.174105352E1
2.299211674E1,2.880703545E1,-1.135809326E1,8.418013573E0,3.208916525E1
2.299715213E1,2.896984100E1,-1.205719948E1,8.810662270E0,3.259226161E1
2.300218752E1,2.878788185E1,-1.290953541E1,9.509769440E0,3.295199479E1
2.300719239E1,2.838565445E1,-1.403002167E1,1.040998936E1,3.333098806E1
2.301222778E1,2.788766098E1,-1.492066479E1,1.124317074E1,3.356719769E1
2.301726316E1,2.735136032E1,-1.550485039E1,1.204762268E1,3.366960809E1
2.302229855E1,2.670013809E1,-1.606988144E1,1.260307789E1,3.361511618E1
2.302730342E1,2.598187637E1,-1.655829811E1,1.310107136E1,3.347944454E1
2.303233881E1,2.534023094E1,-1.715206146E1,1.333091545E1,3.337714522E1
2.303737420E1,2.461239433E1,-1.754471016E1,1.334049225E1,3.303869766E1
2.304240959E1,2.466027832E1,-1.828212357E1,1.301488018E1,3.334295240E1
2.304744497E1,2.374090385E1,-1.845450592E1,1.275630665E1,3.266378214E1
2.305244984E1,2.176808167E1,-1.770751572E1,1.230619717E1,3.064062631E1
2.305748523E1,2.107855225E1,-1.750640297E1,1.122401714E1,2.961010082E1
2.306252062E1,2.021663857E1,-1.738190460E1,1.004607010E1,2.849151816E1
2.306755601E1,1.954626274E1,-1.723825264E1,9.002198219E0,2.757269145E1
2.307256088E1,1.927811241E1,-1.700840950E1,7.996633530E0,2.692355399E1
2.307759626E1,1.904826927E1,-1.671152878E1,7.115567684E0,2.632001253E1
2.308263165E1,1.825339317E1,-1.622311020E1,6.110002518E0,2.517355354E1
2.308766704E1,1.725740623E1,-1.561977196E1,5.190629482E0,2.384822803E1
2.309270243E1,1.585919189E1,-1.480574322E1,4.644751072E0,2.218778295E1
2.309770730E1,1.492066479E1,-1.414494324E1,3.945644379E0,2.093498905E1
2.310274269E1,1.448970890E1,-1.339795303E1,3.323152065E0,2.001249982E1
2.310777807E1,1.420240402E1,-1.283292103E1,2.576161146E0,1.931395217E1
2.311281346E1,1.373314095E1,-1.237323475E1,1.618480325E0,1.855574242E1
2.311781833E1,1.317768574E1,-1.205719948E1,3.926490843E-1,1.786565515E1
2.312285372E1,1.260307789E1,-1.200931549E1,-1.187524080E0,1.744911013E1
2.312788911E1,1.195185471E1,-1.189439392E1,-3.045424461E0,1.713470303E1
2.313292449E1,1.094629002E1,-1.160709000E1,-5.544970989E0,1.689060409E1
2.313795988E1,9.768342972E0,-1.113782597E1,-8.044517517E0,1.685781581E1
2.314296475E1,8.667010307E0,-1.042914295E1,-1.008437729E1,1.689907559E1
2.314800014E1,7.431602001E0,-9.595960617E0,-1.129105568E1,1.657706569E1
2.315303553E1,6.129156113E0,-8.427590370E0,-1.204762268E1,1.592909434E1
2.315807092E1,4.520252705E0,-6.904877663E0,-1.271799946E1,1.516105307E1
2.316310630E1,3.141192675E0,-5.573701382E0,-1.364694977E1,1.507224192E1
2.316811117E1,2.030282974E0,-4.453215122E0,-1.444182491E1,1.524858947E1
2.317314656E1,1.206677675E0,-4.003105164E0,-1.527500725E1,1.583688001E1
2.317818195E1,9.672574997E-1,-3.591302633E0,-1.599326706E1,1.642003754E1
2.318321734E1,8.140285611E-1,-3.303998232E0,-1.659660530E1,1.694185215E1
2.318822221E1,5.937620401E-1,-2.920926094E0,-1.677856636E1,1.704126321E1
2.319325760E1,4.979939461E-1,-2.451662540E0,-1.648168373E1,1.667046927E1
2.319829298E1,6.224924326E-1,-2.240972757E0,-1.587834549E1,1.604778213E1
2.320332837E1,9.959878922E-1,-2.355894566E0,-1.505473995E1,1.527047563E1
2.320836376E1,1.379060149E0,-2.422932148E0,-1.397256088E1,1.424797757E1
2.321336863E1,1.857900500E0,-2.700659513E0,-1.283292103E1,1.324496954E1
2.321840402E1,2.375048161E0,-3.122039080E0,-1.188481712E1,1.251546483E1
2.322343940E1,2.844311714E0,-3.763684988E0,-1.070687008E1,1.170010687E1
2.322847479E1,3.303998232E0,-4.271255970E0,-9.375694275E0,1.081959680E1
2.323351018E1,3.581725836E0,-4.644751072E0,-8.025363922E0,9.940268536E0
2.323851505E1,3.763684988E0,-4.989516258E0,-6.837840080E0,9.263727875E0
2.324355044E1,3.907337189E0,-5.142745018E0,-5.621585369E0,8.562554075E0
2.324858582E1,3.811569214E0,-5.276820660E0,-4.740519524E0,8.052665490E0
2.325362121E1,3.591302633E0,-5.391742229E0,-4.070142746E0,7.650777793E0
2.325865660E1,3.332728863E0,-5.449203014E0,-3.715801001E0,7.389727481E0
2.326366147E1,3.428496838E0,-5.363011837E0,-3.485957623E0,7.257298883E0
2.326869686E1,3.610456228E0,-5.295974255E0,-3.380612850E0,7.246466775E0
2.327373225E1,4.146757126E0,-5.056553841E0,-3.371036053E0,7.357188014E0
2.327876763E1,4.797980309E0,-4.817133904E0,-3.361459255E0,7.584510690E0
2.328380302E1,5.286397457E0,-4.290409565E0,-3.466804028E0,7.640179479E0
2.328880789E1,5.746084213E0,-3.811569214E0,-3.744531393E0,7.846467932E0
2.329384328E1,6.387730122E0,-3.380612850E0,-4.108449936E0,8.313302606E0
2.329887867E1,7.038952827E0,-3.007117271E0,-4.405331135E0,8.831565750E0
2.330391405E1,7.929595947E0,-2.844311714E0,-4.989516258E0,9.791009831E0
2.330891892E1,9.078812599E0,-2.710236311E0,-6.119579315E0,1.127916088E1
2.331395431E1,1.049618053E1,-2.614468336E0,-7.613561630E0,1.322768200E1
2.331898970E1,1.189439392E1,-2.528276920E0,-9.212887764E0,1.525601822E1
2.332402509E1,1.307234097E1,-2.844311714E0,-1.035252857E1,1.691599998E1
2.332906048E1,1.412578964E1,-2.959233284E0,-1.116655636E1,1.824793072E1
2.333406535E1,1.493981838E1,-3.169923067E0,-1.143470764E1,1.907876108E1
2.333910073E1,1.576342392E1,-3.399766445E0,-1.113782597E1,1.959834464E1
2.334413612E1,1.680729675E1,-3.926490784E0,-1.012268448E1,2.000928022E1
2.334917151E1,1.837789154E1,-4.625597477E0,-8.446743965E0,2.074826579E1
2.335420690E1,2.058055687E1,-5.334281445E0,-5.841852188E0,2.204860804E1
2.335921177E1,2.321417999E1,-5.966350555E0,-2.604891539E0,2.410976880E1
2.336424716E1,2.606806755E1,-6.713341713E0,1.139639974E0,2.694275194E1
2.336928254E1,2.924756813E1,-7.546523571E0,5.094861031E0,3.063213784E1
2.337431793E1,3.217807007E1,-8.513781548E0,9.050082207E0,3.449371910E1
2.337932280E1,3.447650528E1,-9.672574997E0,1.371398735E1,3.834399004E1
2.338435819E1,3.632482910E1,-1.104205799E1,1.743936539E1,4.177980037E1
2.338939358E1,3.686112976E1,-1.152089882E1,2.109770584E1,4.400667209E1
2.339442896E1,3.533841705E1,-1.161666679E1,2.432508850E1,4.444615391E1
2.339946435E1,3.224510956E1,-1.137724686E1,2.711194038E1,4.363766891E1
2.340446922E1,2.838565445E1,-1.087925243E1,2.928587532E1,4.221097020E1
2.340950461E1,2.414312935E1,-9.931148529E0,3.073197365E1,4.032335068E1
2.341454000E1,2.013044739E1,-8.628703117E0,3.168007660E1,3.851385053E1
2.341957538E1,1.647210693E1,-7.038952827E0,3.197695732E1,3.665246190E1
2.342461077E1,1.360864258E1,-5.640739441E0,3.166092300E1,3.492029696E1
2.342961564E1,1.191354752E1,-4.740519524E0,3.069366646E1,3.326418946E1
2.343465103E1,1.135809326E1,-4.309563160E0,2.919968414E1,3.162594143E1
2.343968642E1,1.120486355E1,-3.734954596E0,2.731305313E1,2.975738101E1
2.344472181E1,1.089840603E1,-3.227383852E0,2.545515251E1,2.787751872E1
2.344972668E1,1.040998936E1,-2.585737944E0,2.353021431E1,2.585971586E1
2.345476206E1,9.672574997E0,-1.982398987E0,2.097320747E1,2.318111396E1
2.345979745E1,8.925583839E0,-1.589749932E0,1.810016441E1,2.024374727E1
2.346483284E1,7.891288757E0,-1.139639974E0,1.493024158E1,1.692581848E1
2.346986823E1,6.703764915E0,-6.991068721E-1,1.174116516E1,1.353824855E1
2.347487310E1,5.037400246E0,2.873042040E-2,8.619126320E0,9.983264255E0
2.347990849E1,3.447650433E0,8.619126081E-1,5.880159378E0,6.870623055E0
2.348494387E1,1.905784607E0,1.484405041E0,3.505111217E0,4.256909435E0
2.348997926E1,3.543418646E-1,2.001552582E0,1.513135433E0,2.534038227E0
2.349501465E1,-1.101332784E0,2.355894566E0,-1.915361285E-1,2.607653963E0
2.350001952E1,-2.432508945E0,2.719813108E0,-1.570596337E0,3.972562897E0
2.350505491E1,-3.878606796E0,3.007117271E0,-2.681505919E0,5.592568190E0
2.351009029E1,-5.228936672E0,3.016694069E0,-3.418920040E0,6.937667913E0
2.351512568E1,-6.387730122E0,2.997540474E0,-3.983951569E0,8.103099105E0
2.352013055E1,-7.383718014E0,2.968810081E0,-4.414907932E0,9.100798704E0
2.352516594E1,-8.092401505E0,3.169923067E0,-4.587290287E0,9.827441505E0
2.353020133E1,-8.331821442E0,3.246537447E0,-4.501099110E0,1.001095136E1
2.353523672E1,-8.245630264E0,3.323152065E0,-4.232948780E0,9.846401042E0
2.354027210E1,-7.900865555E0,3.371036053E0,-3.581725836E0,9.306788949E0
2.354527697E1,-7.527369976E0,3.189076662E0,-2.796427488E0,8.640110845E0
2.355031236E1,-7.383718014E0,2.882618904E0,-1.886630893E0,8.147892953E0
2.355534775E1,-7.144298077E0,2.557007313E0,-1.024718285E0,7.656979102E0
2.356038314E1,-6.962338448E0,2.288856745E0,1.723825186E-1,7.330943840E0
2.356541852E1,-6.531382084E0,1.944091797E0,1.350329757E0,6.947073865E0
2.357042339E1,-6.071695328E0,1.522712231E0,2.633621931E0,6.791178187E0
2.357545878E1,-5.688623428E0,1.177947283E0,4.242525578E0,7.193540129E0
2.358049417E1,-5.621585369E0,9.959878922E-1,5.985504150E0,8.271666935E0
2.358552956E1,-5.793968201E0,1.005564690E0,7.699752808E0,9.688520070E0
2.359056494E1,-6.062118530E0,1.043871999E0,9.682151794E0,1.147096392E1
2.359556982E1,-6.004657745E0,9.385270476E-1,1.119528675E1,1.273857108E1
2.360060520E1,-5.851428986E0,1.015141487E0,1.263180828E1,1.395823463E1
2.360564059E1,-5.525817394E0,1.331176162E0,1.426944256E1,1.535980725E1
2.361067598E1,-5.401319027E0,1.781286120E0,1.562934875E1,1.663201040E1
2.361568085E1,-5.353435040E0,1.905784607E0,1.679771996E1,1.773286997E1
2.362071624E1,-5.535394192E0,2.097320795E0,1.751597977E1,1.848915603E1
2.362575162E1,-5.774814606E0,2.279279947E0,1.770751572E1,1.876432023E1
2.363078701E1,-5.793968201E0,2.260126352E0,1.732444382E1,1.840691697E1
2.363582240E1,-5.583278179E0,2.327163935E0,1.652956772E1,1.760157084E1
2.364082727E1,-5.190629482E0,2.403778553E0,1.543781281E1,1.646350054E1
