"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.136002420E-1,-4.041412354E0,2.461239338E0,1.305318737E1,1.388439460E1
7.186356500E-1,-4.721365929E0,1.915361404E0,1.314895535E1,1.410159325E1
7.236710590E-1,-4.769249916E0,1.714248419E0,1.345541382E1,1.437819715E1
7.287064660E-1,-4.357447147E0,1.656787634E0,1.345541382E1,1.424010014E1
7.337113570E-1,-3.246537447E0,2.049436569E0,1.376187134E1,1.428738249E1
7.387467650E-1,-2.614468336E0,2.164358377E0,1.380975533E1,1.422073254E1
7.437821730E-1,-2.365471363E0,2.212242365E0,1.383848572E1,1.421242970E1
7.488175810E-1,-2.126051188E0,2.346317768E0,1.356075859E1,1.392549727E1
7.538224720E-1,-1.857900500E0,2.691082716E0,1.322556973E1,1.362385463E1
7.588578800E-1,-1.570596337E0,2.930502892E0,1.289995861E1,1.332154466E1
7.638932880E-1,-1.024718285E0,3.189076662E0,1.251688671E1,1.295734195E1
7.689286960E-1,-5.554547906E-1,3.150769472E0,1.215296745E1,1.256704007E1
7.739335870E-1,1.532289088E-1,3.169923067E0,1.184650993E1,1.226424433E1
7.789689940E-1,7.374141216E-1,3.208230257E0,1.159751320E1,1.205565566E1
7.840044030E-1,1.130063176E0,2.834734917E0,1.135809326E1,1.176091184E1
7.890398110E-1,1.503558636E0,2.748543501E0,1.133893967E1,1.176378905E1
7.940447020E-1,2.059013367E0,2.681505919E0,1.142513084E1,1.191484892E1
7.990801090E-1,2.566584110E0,2.719813108E0,1.165497398E1,1.224022695E1
8.041155180E-1,2.748543501E0,2.748543501E0,1.189439392E1,1.251341638E1
8.091509260E-1,2.585737944E0,2.614468336E0,1.225831223E1,1.279795702E1
8.141558160E-1,2.145204782E0,2.595314741E0,1.276588345E1,1.320247486E1
8.191912240E-1,1.551442742E0,2.652775526E0,1.332133865E1,1.367121999E1
8.242266330E-1,8.906430602E-1,2.844311714E0,1.387679291E1,1.419326374E1
8.292315230E-1,3.830722570E-1,2.987963676E0,1.446097851E1,1.477141059E1
8.342669310E-1,-1.244984865E-1,3.169923067E0,1.505473995E1,1.538535366E1
8.393023390E-1,-6.895300746E-1,3.323152065E0,1.541865921E1,1.578777512E1
8.443377480E-1,-1.264138460E0,3.418920040E0,1.575384712E1,1.617005750E1
8.493426370E-1,-1.867477298E0,3.485957623E0,1.584003830E1,1.632624223E1
8.543780460E-1,-2.202665567E0,3.591302633E0,1.568680954E1,1.624269632E1
8.594134540E-1,-2.461239338E0,3.552995205E0,1.519839191E1,1.580103132E1
8.644183450E-1,-2.509123325E0,3.409343243E0,1.453759289E1,1.514136481E1
8.694537520E-1,-2.231395960E0,3.284844637E0,1.375229454E1,1.431415165E1
8.744891610E-1,-1.857900500E0,3.265691042E0,1.314895535E1,1.367521696E1
8.795245690E-1,-1.474828243E0,3.351882458E0,1.282334423E1,1.333598109E1
8.845294600E-1,-1.063025594E0,3.438073635E0,1.268926907E1,1.318969003E1
8.895648670E-1,-9.959878922E-1,3.476380825E0,1.250730991E1,1.301960125E1
8.946002760E-1,-1.082179189E0,3.581725836E0,1.232535076E1,1.288076640E1
8.996356840E-1,-1.244984865E0,3.620033026E0,1.209550667E1,1.268683995E1
9.046405740E-1,-1.359906554E0,3.658340216E0,1.174116516E1,1.237286379E1
9.096759820E-1,-1.302445769E0,3.706224203E0,1.144428444E1,1.209975657E1
9.147113910E-1,-1.158793569E0,3.600879431E0,1.108036518E1,1.170827177E1
9.197467990E-1,-1.149216771E0,3.562572241E0,1.056321812E1,1.120688169E1
9.247516890E-1,-1.082179189E0,3.591302633E0,1.009395409E1,1.076830885E1
9.297870970E-1,-9.864110947E-1,3.658340216E0,9.672574997E0,1.038822252E1
9.348225060E-1,-9.193734527E-1,3.639186621E0,9.299078941E0,1.002805046E1
9.398273960E-1,-1.024718285E0,3.687070608E0,9.002198219E0,9.781825495E0
9.448628040E-1,-1.158793569E0,3.763684988E0,8.753201485E0,9.598263565E0
9.498982120E-1,-1.551442742E0,3.801992416E0,8.456320763E0,9.400610712E0
9.549336210E-1,-2.049436569E0,3.840299606E0,8.303091049E0,9.374935322E0
9.599385110E-1,-2.710236311E0,3.897760391E0,8.082824707E0,9.373898451E0
9.649739190E-1,-3.457227230E0,4.127603531E0,7.862558365E0,9.529394266E0
9.700093270E-1,-4.242525578E0,4.252102375E0,7.671022415E0,9.742893963E0
9.750447350E-1,-4.855441093E0,4.347870350E0,7.345410824E0,9.820099030E0
